wavelengh
2498.53638
2494.81472
2491.09306
2487.3714
2483.64974
2479.92808
2476.20642
2472.48476
2468.7631
2465.04144
2461.31978
2457.59812
2453.87646
2450.1548
2446.43314
2442.71148
2438.98982
2435.26816
2431.5465
2427.82484
2424.10318
2420.38152
2416.65986
2412.9382
2409.21654
2405.49488
2401.77322
2398.05156
2394.3299
2390.60824
2386.88658
2383.16492
2379.44326
2375.7216
2371.99994
2368.27828
2364.55662
2360.83496
2357.1133
2353.39164
2349.66998
2345.94832
2342.22666
2338.505
2334.78334
2331.06168
2327.34002
2323.61836
2319.8967
2316.17504
2312.45338
2308.73172
2305.01006
2301.2884
2297.56674
2293.84508
2290.12342
2286.40176
2282.6801
2278.95844
2275.23678
2271.51512
2267.79346
2264.0718
2260.35014
2256.62848
2252.90682
2249.18516
2245.4635
2241.74184
2238.02018
2234.29852
2230.57686
2226.8552
2223.13354
2219.41188
2215.69022
2211.96856
2208.2469
2204.52524
2200.80358
2197.08192
2193.36026
2189.6386
2185.91694
2182.19528
2178.47362
2174.75196
2171.0303
2167.30864
2163.58698
2159.86532
2156.14366
2152.422
2148.70034
2144.97868
2141.25702
2137.53536
2133.8137
2130.09204
2126.37038
2122.64872
2118.92706
2115.2054
2111.48374
2107.76208
2104.04042
2100.31876
2096.5971
2092.87544
2089.15378
2085.43212
2081.71046
2077.9888
2074.26714
2070.54548
2066.82382
2063.10216
2059.3805
2055.65884
2051.93718
2048.21552
2044.49386
2040.7722
2037.05054
2033.32888
2029.60722
2025.88556
2022.1639
2018.44224
2014.72058
2010.99892
2007.27726
2003.5556
1999.83394
1996.11228
1992.39062
1988.66896
1984.9473
1981.22564
1977.50398
1973.78232
1970.06066
1966.339
1962.61734
1958.89568
1955.17402
1951.45236
1947.7307
1944.00904
1940.28738
1936.56572
1932.84406
1929.1224
1925.40074
1921.67908
1917.95742
1914.23576
1910.5141
1906.79244
1903.07078
1899.34912
1895.62746
1891.9058
1888.18414
1884.46248
1880.74082
1877.01916
1873.2975
1869.57584
1865.85418
1862.13252
1858.41086
1854.6892
1850.96754
1847.24588
1843.52422
1839.80256
1836.0809
1832.35924
1828.63758
1824.91592
1821.19426
1817.4726
1813.75094
1810.02928
1806.30762
1802.58596
1798.8643
1795.14264
1791.42098
1787.69932
1783.97766
1780.256
1776.53434
1772.81268
1769.09102
1765.36936
1761.6477
1757.92604
1754.20438
1750.48272
1746.76106
1743.0394
1739.31774
1735.59608
1731.87442
1728.15276
1724.4311
1720.70944
1716.98778
1713.26612
1709.54446
1705.8228
1702.10114
1698.37948
1694.65782
1690.93616
1687.2145
1683.49284
1679.77118
1676.04952
1672.32786
1668.6062
1664.88454
1661.16288
1657.44122
1653.71956
1649.9979
1646.27624
1642.55458
1638.83292
1635.11126
1631.3896
1627.66794
1623.94628
1620.22462
1616.50296
1612.7813
1609.05964
1605.33798
1601.61632
1597.89466
1594.173
1590.45134
1586.72968
1583.00802
1579.28636
1575.5647
1571.84304
1568.12138
1564.39972
1560.67806
1556.9564
1553.23474
1549.51308
1545.79142
1542.06976
1538.3481
1534.62644
1530.90478
1527.18312
1523.46146
1519.7398
1516.01814
1512.29648
1508.57482
1504.85316
1501.1315
1497.40984
1493.68818
1489.96652
1486.24486
1482.5232
1478.80154
1475.07988
1471.35822
1467.63656
1463.9149
1460.19324
1456.47158
1452.74992
1449.02826
1445.3066
1441.58494
1437.86328
1434.14162
1430.41996
1426.6983
1422.97664
1419.25498
1415.53332
1411.81166
1408.09
1404.36834
1400.64668
1396.92502
1393.20336
1389.4817
1385.76004
1382.03838
1378.31672
1374.59506
1370.8734
1367.15174
1363.43008
1359.70842
1355.98676
1352.2651
1348.54344
1344.82178
1341.10012
1337.37846
1333.6568
1329.93514
1326.21348
1322.49182
1318.77016
1315.0485
1311.32684
1307.60518
1303.88352
1300.16186
1296.4402
1292.71854
1288.99688
1285.27522
1281.55356
1277.8319
1274.11024
1270.38858
1266.66692
1262.94526
1259.2236
1255.50194
1251.78028
1248.05862
1244.33696
1240.6153
1236.89364
1233.17198
1229.45032
1225.72866
1222.007
1218.28534
1214.56368
1210.84202
1207.12036
1203.3987
1199.67704
1195.95538
1192.23372
1188.51206
1184.7904
