wavelengh
1181.06874
1177.34708
1173.62542
1169.90376
1166.1821
1162.46044
1158.73878
1155.01712
1151.29546
1147.5738
1143.85214
1140.13048
1136.40882
1132.68716
1128.9655
1125.24384
1121.52218
1117.80052
1114.07886
1110.3572
1106.63554
1102.91388
1099.19222
1095.47056
1091.7489
1088.02724
1084.30558
1080.58392
1076.86226
1073.1406
1069.41894
1065.69728
1061.97562
1058.25396
1054.5323
1050.81064
1047.08898
1043.36732
1039.64566
1035.924
1032.20234
1028.48068
1024.75902
1021.03736
1017.3157
1013.59404
1009.87238
1006.15072
1002.42906
998.7074
994.98574
991.26408
987.54242
983.82076
980.0991
976.37744
972.65578
968.93412
965.21246
961.4908
957.76914
954.04748
950.32582
946.60416
942.8825
939.16084
935.43918
931.71752
927.99586
924.2742
920.55254
916.83088
913.10922
909.38756
905.6659
901.94424
898.22258
894.50092
890.77926
887.0576
883.33594
879.61428
875.89262
872.17096
868.4493
864.72764
861.00598
857.28432
853.56266
849.841
846.11934
842.39768
838.67602
834.95436
831.2327
827.51104
823.78938
820.06772
816.34606
812.6244
808.90274
805.18108
801.45942
797.73776
794.0161
790.29444
786.57278
782.85112
779.12946
775.4078
771.68614
767.96448
764.24282
760.52116
756.7995
753.07784
749.35618
745.63452
741.91286
738.1912
734.46954
730.74788
727.02622
723.30456
719.5829
715.86124
712.13958
708.41792
704.69626
700.9746
697.25294
693.53128
689.80962
686.08796
682.3663
678.64464
674.92298
671.20132
667.47966
663.758
660.03634
656.31468
652.59302
